,beer_id,username,review
1682,47604,DoubleJ,"This is a new beer in Bootlegger's portfolio, an IPA with 10% rye. It tasted really nice during my tasting at the brewery, so I bought a growler to go. On to the beer: Big patchy/soapy head on top a color of beautiful clearish copper/bronze. Good head retention. Aroma...oh man, that smells good. Very citrusy, grapefruit. It bombards the nostrils. Cracks of dry biscuit and caramel. The taste is simply a good thing. It's quite balanaced, tasty...don't worry the hops sneak in towards the back. This is a very complex beer. At first, it has a slight tropical fruit flavor with a gummy feel and caramel flavors. Bready, strong earthy notes, and drying in the middle, probably from the rye, yet the hop flavor pokes through. This becomes a strong floral flavor towards the back. Very clean and dry in the finish. The easy-going mouthfeel helps things out here, and feels as light as a feather with just a tick of carbonation. It's good to find a slight twist on a popular style, particularly for the better. This is clocked at 85 IBU's, yet feels like half of that. Simply put, it is very tasty and easy to drink. I wonder how this will fare when its bottled soon? (2/25/11) - Had it again from a growler. More unbalanced than I remember. Still very clean and hoppy though."
1689,47606,Halcyondays,"On-tap at Beachwood I, A: Pours a dark brown, more than black. The colour is a problem in an Impy Stout. Soft light tan head, spotty lace. S: Firm medium dark chocolate, hint of roast and coffee. T: Muddled baker's chocolate with some brown sugar play. No real hop flavour, a bit awkward here. M: Creamy, maybe even too much so, frothy, medium-bodied. O: An average Imperial Stout for the most part, has it's problems, but a drinkable rendition of the style."
1690,47606,FosterJM,"463rd review on BA Draft App- This was pleanty dark but just looked a bit watery in the glass. A small swirl gave a little bit of bubbles. Smell- A bit light for a double stout with some watered down malts and some chocolate notes. Taste- Was pretty good nice balance and some sweet with the chocolate and malts but just too light to be a double for me. Mouth- Light/Med. This was way too light on the feel and the beer was medium carbed. Drink- Its a good intro double stout for some people, I wanted to find a new big stout and was a little let down."
1691,47606,notchucknorris,A: Completely black with a tan foam head. S: Lots of roasted malts and a bit of coffee. T: Pretty good representation of the style. Lots of roasted malts and coffee and a bit of milk chocolate sweetness before finishing on a pretty bitter coffee note.
1692,47606,broken22,This is the first airdale beer I have had. It was a special event at a local watering hole that had this darkness paired up with bacon chocolate donuts. I got there early to make sure that I got a glass of this stuff. Now let's review this brew. This beer is dark. It looks like motor oil coming out of the ground. A nice thick creamy head formed on the pour. The head died down pretty quickly offering up the deliciousness bubbling below. Even though the head died down it never fully left. It just knew its place was out of the way and towards the rim of the glass.This beer has that sweet smell only a nice strong dark beer has. I imagine this is also because of the higher alcohol content. This beer has a crisp bitter finish that grabs your throat. I was actually quite surprised at the sharpness the flavor had on first sip. This is definitely not a beer for those that don't really enjoy dark beers. Since this beer was on cask the carbonation was perfect. It was perfect in that there was not a lot of it. While the description of this beer says that there is coffee and cocoa nibs in this thing they are not as pronounced as other beers I have had stating the same contents. I was first kind of bummed about that but then warmed up to the idea that they just bucked my expectations of what a beer made with coffee and cocoa nibs should taste like. Their idea is more in the bitter realms. Overall this was a good beer. While not my favorite I still really enjoyed it. I said earlier that this is not a beer for those that don't normally drink dark beers. Case and point my friend that accompanied me ended up giving me his beer to finish after only the first sip. I was only too happy to help him out. This beer was going fast and it did pair well with the bacon chocolate donuts.
1693,47606,srandycarter,"A - Near black 1/4 inch tan head. Tight bubble cling lace. S - Chocolate/cocoa mostly with some coffee element in there. T - Taste matches smell, though much lighter than smell would imply. M - Creamy, low carb, good balance, lighter body. D - A very easy to drink beer, especially considering the apparent ABV."
1694,47606,Dijeriduster,"Surprising that this is scoring so low here?? A - Very dark brown to black with solid thick head. Lacing present as well. S - Nice and dark with lots of the roasted grains coming thru. Some hops present but you can tell already its the grains staring here. T - Quite good. Some RIS's can be syrupy and is anything but with a nice full profile holding up the grains. A hint of booze is also present - true to style. M - Great, nice and smooth so you can taste the full profile. D - Pretty good for an RIS. I wouldn't sit down over a pint of Rasputins or Stone RIS without first warming the palate on a ""smaller"" beer - but the Airdale holds up well and is wonderful paired with food..."
1698,191226,cjgator3,"12oz bottle poured into a snifter. The aroma reminds is citrusy but comes across as unnatural. The best I can describe the nose is orange or grapefruit dish soap. The taste is disappointing as well. In fact, there is something in the taste that is bitter and medicinal that is extremely off-putting to me and I am having a hard time finishing the bottle. I drank it all but it got more difficult with each sip and it was darn near a drain pour. Overall, this is not something I will purchase again."
1700,191226,hophugger,"A nice flavored belgian beer with a light color, decent head and aroma. Flavor is very nice bllod orange and I even get the feel of the peel on my lips at the end. A touch soapy, but a nice very refreshing beer for the summer...........or anytime !!"
1701,191226,CTHomer,"A: somewhat hazy; deep gold in color; 1 finger white head that receded quickly to nothing; no lacing; S: somewhat skunky with some blood orange behind it; T; coriander and blood orange from start to finish; combination doesn't really work for me; very little bitterness; M: medium bodied; lightly carbonated; O: I love blood oranges, but this isn't worth it;"
1703,191226,Zylod,"Nice and golden with a bit of head. Smells like...a creamsavers orange...which well..i like those so...good for me....taste follows up...Heavy front kick of orange and bitter going out, not bad..some bubbles in the body. Not bad at all, it's basically what it claims to be. If it's not your taste you prolly will not like it, if it is you will. I like it."
1705,369858,Hopheadjeffery,"Tasted in a tall tulip from draft at 1840 Brewing Company on September 7, 2018. Munich Helles is one of our favorite styles of light lager. Incredibly crisp and balanced, it is the perfect end of Summer crusher. Expect bright malt, hop and yeast flavors in this unfiltered lager."
1706,367068,dcscientist,"Saisons can encompass a wide variety of flavors, and this one is very piney. It's clear, not hazy, and you don't get a lot of the esters coming out, but you definitely get the dry finish it promises. If you like this style of saison, you'll really enjoy this beer."
1708,248397,Buck89,"Batch no. 5 on the bottle, purchased in July. Nice looking beer. Lightly hazy medium-amber color with a one-finger white head that settled quickly into a wispy lacy cap. The nose was complex and showed orange, pine, oak, and some leathery funk. The taste was funky through and through with a leathery dry mustiness. Underneath and quite present were the hoppy IPA notes I expected, as described in the aroma. The oak became prominent near the finish and left a lasting impression. Very dry and somewhat warm but not boozy. Much more of a hoppy Brett beer than an IIPA. Very interesting."
