beer_id,username,text,score,name,style
86487,ajm5108,"Hazy golden yellow, medium head. Dry fruit aroma, apricot, a bit of pineapple with classic HF floral nose on it. Smells like walking through a flower patch after a summer rain. Tons of peach & pineapple upfront, mid palate brings mango and kiwi, some very faint honeysuckle and hibiscus way at the end, finishes with perfect amount of bitter hop and pineapple again. Just a wonderfully delicate citrus hop beer, like ""juice"" but still beer unlike some of these lactose sugar ""juice bombs"" out there. A standard for IPAs. A rare perfect 5 beer in my book.",5.0,Susan,New England IPA
86545,banjojon,"Were there rankings higher, I would use them!",5.0,Wild Turkey Bourbon Barrel Stout,American Stout
86621,rawkin91,"I would give this a 10 if I could, I'm not big in beer , so whenjoy I say Not your father's root beer does more than hit the spot, it's a truly amazing statement. This is the best I have ever tasted.",5.0,Not Your Father's Root Beer (5.9%),Herb and Spice Beer
86626,HotDogBikeRide,"Super herb-ish, solid blend of hops and malt. Superbly spicey leaving you with a mildly tinged tongue. Perfect holiday ale, pointing towards an October festive influence but ringing bells in my head with a warming Christmas cheer. Very balanced, hearty ale. Copper tone with a pinky of foam sitting happily on top. Probably my new favorite from Southern Tier, easily up there with the standard 2X IPA but with a little extra somethin'. Please make more of this!",4.84,2XMAS,Herb and Spice Beer
86647,CraftyChuck,"Love this beer, more of an IPA than a pale ale but still a huge fan!",5.0,Citra Hopped Live Pale Ale,American Pale Ale (APA)
86776,bakkerman1,"One of the best dark beers! !;¶ I miss you so very much Snowdrift come back soon:""(",5.0,Leinenkugel's Snowdrift Vanilla Porter,American Porter
87402,winningwes91,This is probably the next best thing to prop 14. Pours typical bc motor oil. Smells like a cherry fudge with spirit and a nice spice character. The taste is a cherry cordial soaked in whiskey and coffee. Delicious.,5.0,Cherry Rye Bourbon County Brand Stout,American Imperial Stout
87746,zachthelaxer93,Just the best damn Aged Spiced Ale that has ever Existed!,5.0,12.12.12 Vertical Epic Ale,Belgian Strong Dark Ale
87749,Dbizzle71,Great taste with a nice price.,4.8,Third Shift Amber Lager,American Amber / Red Lager
88169,REGreenBTRB,"Poured into a pint glass. A: 5 - What a beautiful beer! An orange/tan color, quite hazy. Poured about a finger of white, foamy head. Looks wonderful! S: 4.8 - This smells awesome. A lot of citrus. Orange, a little lime. A very floral scent. Grapefruit. T: 5 - Holy shit. It's an absolute mouthful of flavor. Grapefruit and orange jump out. There is a wonderful tartness about it, like it hugs my tongue. The citrus is strong on the taste like it was on the nose. Super impressive. M: 5 - It's comfortable to drink. It goes down easy, no burn. Good stuff. O: 4.95 - I went in to this review expecting to give this probably around a 4. Maybe I rated this so highly because I haven't had many Saison/Farmhouse Ales, I don't know. This was my first one to review, and I will definitely be trying some more of this style. I thought the big imperial stouts reigned supreme, but damn I enjoyed this beer. 3/3 for Prairie so far.",4.95,Prairie Standard,Belgian Saison
88269,Grthka,I'm a IPA fan but one taste and smell of this blew my mind. Can definitely taste and smell the chocolate and peanut butter.,5.0,Sweet Baby Jesus,American Porter
88429,Rumpole,"Found this in a 12-pack on its own, not part of a mix-pack. Rich amber color, thick white head; looks lovely. Aromas of pine and citrus. Strong hop flavor, more pine and plenty of citrus. A bit out of balance on the hop side, but that's not a tragedy. Smooth drinking throughout no matter the strength of flavor. Clean finish. Really remarkable. What we have here is a straight 5% abv lager with a little extra malt and a lot extra hop. This fills a badly needed hole in the market, one of long standing, namely having that IPA hoppiness without the attendant IPA keister-kicking that you get when quaffing 7% and on up. Strongly flavored, but ""sessionable"", as they say - meaning you can drink in mass quantities with relatively less subsequent punishment. I've since learned that others have already come up with a similar brew, especially on the West Coast. I'd be interested to learn what they're charging for the pleasure. The usual Sam Adams retail in glamorous Worcester, MA is around $15 or thereabouts for a 12-pack. By no means is that cheap, but I imagine it'll be tricky to find something else this strongly flavorful yet easy to drink for that price. We'll see. The Rumpole budget usually precludes beer in that range, but this stuff is so good that adjustments might need to be made. Well done, Sam old egg. This one's up there with the dear old Noble Pils, which ought to be returned to the 12-pack format too. Meantime this'll do very nicely while it lasts.",4.75,Samuel Adams Double Agent IPL,American Lager
88880,Bulabeers,L: Black with a nice finger of brown head. Light lacing as you drink. S: Bourbon chocolate oak coconut vanilla T: Chocolate bourbon oak roasted malt F: Full bodied imperial stout O: This can hang with the best barrel aged imperial stouts. Great beer.,5.0,Narwhal Imperial Stout - Barrel Aged,Russian Imperial Stout
88949,Vidblain,"I've had the Enigma-hopped variant, but boy howdy, I surely prefer the original - beautiful, creamy head, wonderfully hazy and juicy. This exemplifies what I love about NE IPAs. I'd happily drink this for about 50% of the rest of my life. Then if I could have Abraxas or Vanilla Noir for the other 50%, life would be good.",5.0,Fort Point Pale Ale,American Pale Ale (APA)
88969,NathanBeets,"Canned 1/4/18 (I believe, possibly 1-2 days off). Consumed on Super Bowl Sunday, 2/4/18. This brew from Tree House hits on all cylinders. Try Green, it speaks for itself.",5.0,Green,New England IPA
89174,jerryboland17,my favorite..on tap or canned (icy cold).,5.0,Grapefruit Sculpin,American IPA
89345,astrocreep2000,"pouring into a brandy snifter. no head cept some fizz at the end of the pour; color latte brown. smell is chocolate, followed by a mix of alc and figs. flavor is insane. mix of sweet chocolate and coffee with very mild alc taste. proper sipper.",5.0,Sunday Morning Stout,American Imperial Stout
90156,thegodfather234,Fantasic beer....i just drink this stuff to get hammered. And it works,5.0,Chillwave Double IPA,American Imperial IPA
90410,DavidS333,"New Belgium Rampant Imperial IPA is an original sort of Double/Imperial and is quite refreshing. The smell of Rampant Imperial is quite light, with more energy springing forth in the form of the beer's medium to to slightly more than medium froth per se. The taste of the beer is quite unique. Though it is somewhat light at first, perhaps in keeping with the beer/ale's somewhat light-to-medium body(of a light amber color), the hoppsyness is somewhat more centered around the middle of the taste, where one really gets a taste of that sort of tasty tip-of-the toungue hops presence, that fills out towards the back of the mouth per se. Overall its not too bitter or heavy in regards to what one might be used to in regards to Double/Imperial beers/ales, and hence it is all the more perhaps refreshing and drinkable in quantity per se. Overall, a light but tasty, refreshing ale.",5.0,Rampant Imperial IPA,American Imperial IPA
91670,Cpirman,Best double ipa I've had.,5.0,Permanent Funeral,American Imperial IPA
91677,jmikepool,This beer is so damn good,5.0,Sixty-One (61),American IPA
92153,chiphead,"Not too tart, but pleasent",5.0,Vieille Artisanal Saison,Belgian Saison
92448,brutusmuktuk,Amazing beer. Has a jet black color with a foamy brown head. Aroma is coffee and malts. The taste is espresso coffee with some malt and chocolate. The beer goes down smooth and has a nice full body feel. One of the best beers I have ever had - almost perfect in every category.,5.0,Espresso Imperial Russian Stout,Russian Imperial Stout
92472,CMIKEHUNT,No clowning around here. . Nice floral aroma citrus notes. Really nice overall ipa . Bitter but not really. .great feel great taste. Hoppy smell taste like an ipa should. Should be considered a world class.,5.0,Galactica,American Imperial IPA
92960,Avery512D,Made an account just to rate this beer 5/5. Best beer ive had coming out of texas.,5.0,Yellow Rose,American IPA
92971,xmorgan,Had at a Kewl place in MLPS. New Bohemia. Excellent version of a super hoppy 10.1% Triple IPA! Appearance copper smell complex Taste come. And well balanced Overall nice not hot and well balanced. This review is Kurt as it is an afterthought. I shall update nxt time one is in front of me. The beer is worthy of praise as is most beers from Green Flash,5.0,Green Bullet Triple IPA,American Imperial IPA
94350,Grahamday,"Here is to wishing all stouts looked and tasted like this, and to wishing more American breweries took chances on truely distinctive, but well conceived brews like Prairie Bomb. It is a meal and dessert! But if you are up for the challenge it might change the way you think about beer forever after!",5.0,Bomb!,American Imperial Stout
95068,tjwarren,This one pushes all the buttons. Beautiful hazy yellow orange pour. The aroma bursts out of the bottle as soon as you pop the cap. Light citrus taste. Beautiful mouthfeel. I just don’t know how it could be better.,5.0,Another One,American IPA
95386,AlissaBenham,This is the best IPA I have tried,5.0,Samuel Adams Rebel IPA,American IPA
